modelid,year,hpwt,size,air,mpd,price,share,firmid,s0,logdif,ownprice_OLS,const,own_const,own_hpwt,own_air,own_mpd,own_size,all_const,all_hpwt,all_air,all_mpd,all_size
HDCVCC,75,0.3141672,0.894,0,2.5619048,5.2026022,0.0014051,3,0.891803,-6.4531367815405165,-0.46114622690380186,1,0,0,0,0,0,92,32.6451527,10,140.9996477,130.8198
IMLEBA,75,0.4244817,1.864,1,0.9488536,16.4386617,6.74e-5,16,0.891803,-9.49035551723455,-1.4570836913694916,1,11,3.9844274,0,15.276543199999999,17.441399999999998,81,28.550410799999995,9,127.3361557,112.40839999999999
LCCONT,75,0.3939568,1.8873,1,0.9488536,17.9479554,7.239e-4,18,0.891803,-7.116347273853715,-1.5908638783391351,1,15,4.8444746,2,19.6412697,23.5391,77,27.7208885,7,122.9714292,106.28739999999998
LCMARK,75,0.3770651,1.832,1,0.9488536,20.598513,6.005e-4,18,0.891803,-7.303237893632772,-1.8258029702480256,1,15,4.861366299999999,2,19.6412697,23.5944,77,27.720888499999994,7,122.9714292,106.28739999999999
MB230,75,0.3794212,1.337,0,1.5181658,18,2.82e-5,9,0.891803,-10.361678557208743,-1.595476987317699,1,4,1.2647197000000001,3,7.021516799999999,5.502000000000001,88,31.315178999999993,7,135.0218699,124.87480000000001
MB240D,75,0.2,1.337,0,2.2772487,18.2360595,1.346e-4,9,0.891803,-8.798693117942182,-1.6164007373114613,1,4,1.4441409,3,6.2624338999999996,5.502000000000001,88,31.315178999999993,7,135.0218699,124.87480000000001
MB280,75,0.377907,1.295,1,1.4232804,23.7100372,1.265e-4,9,0.891803,-8.860758226985235,-2.1016010400581426,1,4,1.2662339,2,7.1164022,5.5440000000000005,88,31.315178999999997,7,135.02186989999998,124.87480000000001
MB300D,75,0.2305389,1.316,1,2.2772487,22.6654275,9.12e-5,9,0.891803,-9.187945638072524,-2.0090093324426515,1,4,1.413602,2,6.2624338999999996,5.523000000000001,88,31.315178999999997,7,135.0218699,124.8748
MB450S,75,0.4562738,1.554,1,1.043739,34.0762082,3.64e-5,9,0.891803,-10.106431760510116,-3.0204336665637044,1,4,1.1878671,2,7.495943599999999,5.285,88,31.315179,7,135.0218699,124.8748
MCBOBC,75,0.3326653,1.253,0,1.7079365,5.9275093,5.161e-4,18,0.891803,-7.454699989998129,-0.5254002600145357,1,15,4.905766099999999,3,18.8821868,24.1734,77,27.720888499999994,7,122.97142920000002,106.2874
MCCOME,75,0.2348888,1.3987,0,1.6130511,6.0780669,5.979e-4,18,0.891803,-7.307577019265953,-0.5387453259070792,1,15,5.003542599999999,3,18.9770722,24.0277,77,27.720888499999997,7,122.9714292,106.2874
MCCOUG,75,0.3602726,1.7064,0,1.043739,9.6988848,7.091e-4,18,0.891803,-7.13700397484286,-0.8596859722803013,1,15,4.8781588,3,19.5463843,23.720000000000002,77,27.720888499999994,7,122.97142920000002,106.28739999999999
MCMARQ,75,0.3500997,1.832,0,0.9488536,9.5074349,9.818e-4,18,0.891803,-6.811612913528859,-0.8427163106317305,1,15,4.888331699999999,3,19.6412697,23.5944,77,27.720888499999997,7,122.9714292,106.28739999999999
MCMONA,75,0.22838,1.48,0,1.6130511,7.1040892,0.0012911,18,0.891803,-6.537750687972138,-0.6296894908029002,1,15,5.0100514,3,18.9770722,23.9464,77,27.720888499999994,7,122.9714292,106.2874
MCMONT,75,0.3689129,1.738,0,1.043739,7.6728625,6.34e-4,18,0.891803,-7.248951580715585,-0.6801041969779416,1,15,4.8695185,3,19.5463843,23.6884,77,27.7208885,7,122.97142920000002,106.28739999999999
MZ808,75,0.2969838,1.0458,0,1.9925926,5.570632,1.008e-4,4,0.891803,-9.087862179515541,-0.49376750893419824,1,1,0.39783,0,1.3283950999999998,1.1150999999999998,91,32.2645061,10,140.24056480000002,129.55289999999997
MZROTA,75,0.39783,1.1151,0,1.3283951,8.3587361,4.472e-4,4,0.891803,-7.597994613311922,-0.7408983939228718,1,1,0.2969838,0,1.9925925999999998,1.0457999999999998,91,32.2645061,10,140.24056480000002,129.55289999999997
OD98,75,0.4005903,1.864,0,1.1386243,11.3215613,0.0011001,19,0.891803,-6.6978441714074215,-1.0035161397031473,1,27,9.702208500000001,3,37.384832700000004,42.0848,65,22.8565211,7,105.0380955,87.76499999999999
ODCUTL,75,0.2815768,1.6632,0,1.5181658,7.0966543,0.0047055,19,0.891803,-5.244513218853968,-0.6290304790332886,1,27,9.821222,3,37.0052912,42.285599999999995,65,22.856521099999995,7,105.03809550000001,87.76500000000001
ODDELT,75,0.3902663,1.816,0,1.3283951,8.8736059,0.0016996,19,0.891803,-6.262852326912155,-0.7865352226653644,1,27,9.7125325,3,37.1950619,42.132799999999996,65,22.856521099999995,7,105.03809550000001,87.76499999999999
ODOMEG,75,0.312407,1.46,0,1.5181658,6.4126394,5.374e-4,19,0.891803,-7.41425783897142,-0.5684010328148209,1,27,9.7903918,3,37.0052912,42.4888,65,22.856521099999995,7,105.03809550000001,87.76499999999999
ODSTRF,75,0.3807546,1.188,0,1.8028219,7.1988848,4.028e-4,19,0.891803,-7.702560374308404,-0.6380919462639543,1,27,9.722044200000001,3,36.7206351,42.760799999999996,65,22.856521099999995,7,105.0380955,87.76500000000001
ODTORN,75,0.4626641,1.824,0,1.043739,12.1245353,2.78e-4,19,0.891803,-8.073379421462173,-1.0746898362817274,1,27,9.6401347,3,37.479718,42.1248,65,22.8565211,7,105.03809550000003,87.76499999999999
OP1900,75,0.3524436,1.0206,0,1.8028219,6.7750929,5.452e-4,26,0.891803,-7.3998478353304336,-0.6005280449383074,1,0,0,0,0,0,92,32.606876299999996,10,141.7587306,130.6932
PG504,75,0.3076923,1.1682,0,1.8977072,10.4275093,1.505e-4,14,0.891803,-8.68703745096388,-0.9242695068439606,1,0,0,0,0,0,92,32.6516276,10,141.6638453,130.54559999999998
PLDUST,75,0.3198653,1.4129,0,1.7079365,6.027881,8.633e-4,16,0.891803,-6.940238279911334,-0.5342969676549777,1,11,4.0890438,1,14.517460299999998,17.8925,81,28.550410799999995,9,127.33615570000002,112.40839999999999
PLFURY,75,0.264993,1.7004,0,1.3283951,6.6747212,0.0014288,16,0.891803,-6.436410325030576,-0.5916313372978653,1,11,4.1439161,1,14.897001699999999,17.605,81,28.5504108,9,127.3361557,112.40839999999999
PLGRNF,75,0.4225352,1.7004,0,1.1386243,8.4851301,8.633e-4,16,0.891803,-6.940238279911334,-0.7521016560525958,1,11,3.9863739,1,15.086772499999999,17.605,81,28.550410799999998,9,127.3361557,112.40839999999999
PLVALA,75,0.3125,1.4129,0,1.7079365,6.035316,0.0031301,16,0.891803,-5.652180303247178,-0.5349559882883503,1,11,4.0964091,1,14.517460299999998,17.8925,81,28.550410799999998,9,127.33615570000002,112.40839999999999
PS911S,75,0.6177106,1.0816,0,1.7079365,23.8754647,6.89e-5,12,0.891803,-9.468344357133198,-2.1162641383536704,1,1,0.33882350000000006,0,1.9925925999999998,1.053,91,32.0027858,10,139.86102340000002,129.5792
PSRDST,75,0.3388235,1.053,0,1.9925926,11.7100372,1.537e-4,12,0.891803,-8.66599788460826,-1.0379497151796768,1,1,0.6177106000000001,0,1.7079364999999997,1.0816,91,32.0027858,10,139.86102340000002,129.5792
PTASTR,75,0.3121248,1.1616,0,1.8028219,5.7230483,0.00073820000000000005,19,0.891803,-7.096785744556913,-0.5072773255532044,1,27,9.790674000000001,3,36.7206351,42.7872,65,22.856521099999995,7,105.0380955,87.765
PTCATL,75,0.3910743,1.808,0,1.1386243,8.5724907,0.0015812,19,0.891803,-6.33506120373028,-0.7598450908802773,1,27,9.7117245,3,37.384832700000004,42.1408,65,22.856521099999995,7,105.0380955,87.765
PTFIRB,75,0.3101004,1.4308,0,1.5181658,6.901487,0.0011343,19,0.891803,-6.667229535587814,-0.6117313159317925,1,27,9.7926984,3,37.0052912,42.518,65,22.856521099999995,7,105.03809550000001,87.76499999999999
PTGRNP,75,0.4588294,1.6614,0,1.1386243,9.8438662,0.0013975,19,0.891803,-6.458560330123556,-0.872536777129696,1,27,9.6439694,3,37.384832700000004,42.2874,65,22.8565211,7,105.0380955,87.76500000000001
PTLEMA,75,0.2815768,1.6536,0,1.5181658,6.7137546,0.0012815,19,0.891803,-6.545213989348685,-0.595091164599908,1,27,9.821222,3,37.0052912,42.2952,65,22.856521099999995,7,105.03809550000001,87.76499999999999
PTVNTU,75,0.3148426,1.46,0,1.5181658,6.1412639,7.188e-4,19,0.891803,-7.123417380243407,-0.5443469569719412,1,27,9.7879562,3,37.0052912,42.4888,65,22.8565211,7,105.03809550000001,87.76499999999999
SA99LE,75,0.4142012,1.1591,0,1.9925926,10.0334572,1.464e-4,11,0.891803,-8.714657933625599,-0.8893416703242821,1,0,0,0,0,0,92,32.545118699999996,10,141.5689599,130.5547
SBDL,75,0.2843137,0.96,0,2.372134,6.0390335,5.707e-4,5,0.891803,-7.354136857610149,-0.5352854986050367,1,0,0,0,0,0,92,32.6750062,10,141.18941850000002,130.75379999999998
TYCELI,75,0.3888214,1.1008,0,1.7079365,6.866171,8.91e-4,1,0.891803,-6.908656107682002,-0.6086009900826751,1,2,0.7067789000000001,0,3.7954145000000006,2.1363999999999996,90,31.8637196,10,138.05820150000002,128.4766
TYCORO,75,0.3379901,1.0292,0,1.9925926,5.7416357,0.0020747,1,0.891803,-6.063428691253717,-0.5089248682728749,1,2,0.7576102,0,3.5107584000000003,2.2079999999999997,90,31.8637196,10,138.0582015,128.4766
TYCORO,75,0.36878880000000003,1.1072,0,1.8028219,7.0427509,6.06e-4,1,0.891803,-7.294120549083496,-0.6242526104645008,1,2,0.7268115,0,3.7005291000000002,2.13,90,31.8637196,10,138.0582015,128.4766
VV164,75,0.398773,1.3056,0,1.4232804,13.9312268,2.195e-4,6,0.891803,-8.309648302637584,-1.2348306535835327,1,1,0.33734939999999997,0,1.5181657999999998,1.3124000000000002,91,32.2231975,10,140.6201063,129.0958
VV244,75,0.3373494,1.3124,0,1.5181658,10.2137546,1.762e-4,6,0.891803,-8.529380821650731,-0.9053228010227938,1,1,0.39877299999999993,0,1.4232803999999997,1.3056000000000003,91,32.2231975,10,140.6201063,129.0958
VWBEET,75,0.2512288,0.976,0,2.087478,6.1245353,0.0012631,7,0.891803,-6.559676239372881,-0.5428641738424944,1,4,1.5062217,0,8.1601411,4.51,88,31.201869399999996,10,133.3139334,126.22779999999999
VWDASH,75,0.3463415,1.0899,0,2.1823633,8.6431227,4.566e-4,7,0.891803,-7.577192801057116,-0.7661057425785119,1,4,1.411109,0,8.0652558,4.3961,88,31.201869399999996,10,133.31393340000002,126.22779999999999
VWRABB,75,0.3873824,0.9984,0,2.2772487,6.4498141,0.0013479,7,0.891803,-6.494697430408587,-0.5716961093904009,1,4,1.3700681000000001,0,7.9703704,4.4876,88,31.201869399999996,10,133.3139334,126.22779999999999
AD100L,76,0.3634927,1.2972,0,1.9288136,12.4780316,1.558e-4,7,0.8753103,-8.633760597608683,-1.1060229036012803,1,5,1.7510779999999997,0,12.344406900000001,5.1699,93,32.9801084,10,162.8883046,130.07199999999997
ADFOX,76,0.3806735,1.0899,0,2.3145763,9.2267135,2.935e-4,7,0.8753103,-8.00045609177718,-0.8178338365457525,1,5,1.7338972,0,11.9586442,5.3772,93,32.9801084,10,162.8883046,130.072
AMGREM,76,0.3247925,1.207,0,1.6394915,5.0773286,6.827e-4,15,0.8753103,-7.156278206621096,-0.45004227435277727,1,3,0.8566433,0,4.7255932000000005,4.2712,95,33.9132433,10,170.79644040000002,131.0609
AMHORN,76,0.3029283,1.3206,0,1.6394915,5.6221441,0.001103,15,0.8753103,-6.676544711791828,-0.4983334183852209,1,3,0.8785075,0,4.7255932000000005,4.1576,95,33.913243300000005,10,170.79644040000002,131.06089999999998
AMMATA,76,0.2646977,1.6416,0,1.4466102,6.3743409,4.767e-4,15,0.8753103,-7.51544636883455,-0.5650063452926661,1,3,0.9167381000000001,0,4.9184745,3.8366000000000002,95,33.9132433,10,170.7964404,131.06089999999998
AMPACE,76,0.2890173,1.309,0,1.6394915,6.1493849,0.0010776,15,0.8753103,-6.699842105949176,-0.5450667830060528,1,3,0.8924185,0,4.7255932000000005,4.1692,95,33.913243300000005,10,170.79644040000002,131.0609
ARALFT,76,0.4498141,1.1088,0,1.8323729,12.8910369,7.18e-5,20,0.8753103,-9.408449254991153,-1.1426307064785162,1,0,0,0,0,0,98,34.644865,10,175.3291522,135.4303
BKCENT,76,0.294039,1.6906,0,1.5430508,7.2144112,0.0039787,19,0.8753103,-5.393623319288907,-0.6394681692581703,1,28,9.8821802,3,43.8805079,42.574999999999996,70,24.918459900000002,7,131.7379664,92.27350000000001
BKELCT,76,0.4417151,1.872,0,1.1572881,11.4710018,0.0016961,19,0.8753103,-6.246246954167537,-1.0167621885211058,1,28,9.7345041,3,44.2662706,42.3936,70,24.918459899999995,7,131.7379664,92.27349999999998
BKLSAB,76,0.263789,1.816,0,1.5430508,8.3427065,0.0021141,19,0.8753103,-6.025949262044244,-0.7394775684830992,1,28,9.912430200000001,3,43.8805079,42.4496,70,24.918459899999995,7,131.7379664,92.27349999999998
BKRIVE,76,0.4524388,1.784,0,1.1572881,11.9472759,2.909e-4,19,0.8753103,-8.009354165544176,-1.0589779866436306,1,28,9.7237804,3,44.2662706,42.4816,70,24.918459899999995,7,131.7379664,92.2735
BKSKYH,76,0.3850193,1.188,0,1.7359322,6.8594025,4.198e-4,19,0.8753103,-7.642555323658797,-0.6080010464166385,1,28,9.7911999,3,43.6876265,43.0776,70,24.918459899999995,7,131.7379664,92.27350000000001
BKSKYL,76,0.3350594,1.4673,0,1.5430508,6.3427065,0.0014594,19,0.8753103,-6.396553059713811,-0.5622023476700215,1,28,9.8411598,3,43.8805079,42.7983,70,24.918459900000002,7,131.7379664,92.2735
BW2002,76,0.4028535,1.1088,0,1.7359322,11.5465729,2.175e-4,8,0.8753103,-8.300134880516593,-1.0234606302408993,1,1,0.5517241,1,1.4466102,1.2730000000000001,97,34.1401015,9,173.9789827,134.1573
BW530I,76,0.5517241,1.273,1,1.4466102,18.6115993,8.91e-5,8,0.8753103,-9.192574396568567,-1.6496876877960112,1,1,0.4028535,0,1.7359322,1.1088000000000002,97,34.1401015,9,173.9789827,134.1573
CDDEVI,76,0.3705871,1.848,1,1.1572881,16.2829525,0.0030159,19,0.8753103,-5.670680158965847,-1.4432819999631776,1,28,9.8056321,2,44.2662706,42.4176,70,24.9184599,7,131.7379664,92.27349999999998
CDELDR,76,0.373648,1.8,1,1.1572881,18.6045694,5.346e-4,19,0.8753103,-7.4008149273405115,-1.6490645742586139,1,28,9.802571200000001,2,44.2662706,42.4656,70,24.918459899999995,7,131.7379664,92.27349999999998
CDSEVI,76,0.4253308,1.4688,1,1.4466102,21.9314587,5.563e-4,19,0.8753103,-7.361026013964083,-1.9439520918976967,1,28,9.750888400000001,2,43.9769485,42.7968,70,24.918459900000002,7,131.7379664,92.27350000000001
CPSPCP,76,0.3422205,1.1725,0,1.7359322,7.2355009,4.033e-4,25,0.8753103,-7.682653029166008,-0.6413375098703611,1,0,0,0,0,0,98,34.7524586,10,175.4255929,135.36659999999998
CRCORD,76,0.4237288,1.6848,0,1.0608475,9.4762742,0.0023665,16,0.8753103,-5.913166381699027,-0.8399543006451355,1,12,3.9963276,0,20.8311864,18.4684,86,30.6746227,10,155.2694912,116.38589999999999
CRNEWP,76,0.389755,1.824,0,1.2537288,8.7750439,0.0013805,16,0.8753103,-6.452132699675121,-0.7777989225084752,1,12,4.0303014,0,20.6383051,18.329199999999997,86,30.6746227,10,155.2694912,116.38589999999998
CVCAMA,76,0.3069278,1.47,0,1.6394915,6.6115993,0.0023313,19,0.8753103,-5.928152400162024,-0.5860363629175449,1,28,9.8692914,3,43.7840672,42.7956,70,24.918459900000002,7,131.7379664,92.27349999999998
CVCHEV,76,0.2780749,0.9858,0,2.6038983,5.0949033,0.0019014,19,0.8753103,-6.1319879951204,-0.4516000537643891,1,28,9.8981443,3,42.819660400000004,43.2798,70,24.918459900000002,7,131.7379664,92.27349999999998
CVCORV,76,0.5224964,1.2834,0,1.2537288,13.3655536,5.621e-4,19,0.8753103,-7.350653961037302,-1.1846907328645127,1,28,9.6537228,3,44.1698299,42.9822,70,24.9184599,7,131.7379664,92.27349999999998
CVIMPA,76,0.3434391,1.784,0,1.2537288,8.2706503,0.006342,19,0.8753103,-4.927384275947038,-0.7330906791001235,1,28,9.8327801,3,44.1698299,42.4816,70,24.918459900000002,7,131.7379664,92.2735
CVMNTC,76,0.3583312,1.6692,0,1.3501695,8.2126538,0.0050797,19,0.8753103,-5.149326247334735,-0.7279500079281808,1,28,9.817888,3,44.0733892,42.5964,70,24.9184599,7,131.7379664,92.2735
CVMONZ,76,0.2666667,1.1814,0,2.0252542,5.9033392,0.0012353,19,0.8753103,-6.563264596502562,-0.5232578801072486,1,28,9.9095525,3,43.3983045,43.084199999999996,70,24.9184599,7,131.7379664,92.2735
CVNOVA,76,0.3259857,1.4381,0,1.7359322,5.7697715,0.0042133,19,0.8753103,-5.336332263436292,-0.5114187583517512,1,28,9.8502335,3,43.6876265,42.8275,70,24.918459900000002,7,131.7379664,92.2735
CVVEGA,76,0.286533,1.1616,0,2.0252542,5.2442882,0.0017972,19,0.8753103,-6.188348553849325,-0.4648411743312088,1,28,9.8896862,3,43.3983045,43.104,70,24.918459900000002,7,131.7379664,92.2735
DGASPE,76,0.3134796,1.4746,0,1.7359322,5.9244288,0.0031391,16,0.8753103,-5.630642317431421,-0.5251272118556785,1,12,4.1065768,0,20.1561017,18.6786,86,30.6746227,10,155.2694912,116.38589999999998
DGCHAR,76,0.2781641,1.6692,0,1.7359322,6.5659051,7.252e-4,16,0.8753103,-7.095886252164634,-0.5819861382201065,1,12,4.1418923,0,20.1561017,18.483999999999998,86,30.6746227,10,155.2694912,116.3859
DGCOLT,76,0.3798627,1.1008,0,2.3145763,5.8717047000000004,6.547e-4,16,0.8753103,-7.198156615598284,-0.520453873620843,1,12,4.0401937,0,19.577457600000002,19.0524,86,30.674622700000004,10,155.2694912,116.38589999999999
DGCORN,76,0.2758621,1.7082,0,1.7359322,6.6256591,6.649e-4,16,0.8753103,-7.182697077636921,-0.5872825899923387,1,12,4.1441943,0,20.1561017,18.444999999999997,86,30.674622700000004,10,155.2694912,116.38589999999999
DGDART,76,0.3257329,1.428,0,1.8323729,5.7908612,8.22e-4,16,0.8753103,-6.97059333598915,-0.513288098963942,1,12,4.0943235,0,20.059661000000002,18.725199999999997,86,30.6746227,10,155.2694912,116.38589999999999
DGMONA,76,0.3605769,1.808,0,1.2537288,7.711775,5.252e-4,16,0.8753103,-7.418554588616689,-0.683553307992886,1,12,4.0594795,0,20.6383051,18.3452,86,30.6746227,10,155.2694912,116.38589999999999
DTHL61,76,0.4592902,1.0962,0,2.2181356,7.4850615,1.876e-4,2,0.8753103,-8.448021694473207,-0.6634579651059832,1,2,0.8105254999999999,0,5.0149153,2.0779,96,33.824863400000005,10,169.92847419999998,133.36499999999998
DTHLB2,76,0.4098361,0.9943,0,2.7967797,5.7012302,0.0019914,2,0.8753103,-6.0857405430913465,-0.5053434213055935,1,2,0.8599796,0,4.4362712,2.1798,96,33.8248634,10,169.9284742,133.36499999999998
DTJHL7,76,0.4006894,1.0836,0,2.2181356,6.6766257,4.765e-4,2,0.8753103,-7.5158660079510735,-0.5918001476268846,1,2,0.8691262999999999,0,5.0149153,2.0905000000000005,96,33.824863400000005,10,169.92847419999998,133.365
FDELIT,76,0.3645958,1.7143,0,1.2537288,8.5746924,0.0015024,18,0.8753103,-6.367514622591332,-0.7600402443071095,1,14,4.8755171,3,23.917288,21.904899999999998,84,29.854566200000004,7,151.9905083,112.91989999999998
FDGRNA,76,0.2556818,1.4256,0,2.1216949,6.6748682,0.0052254,18,0.8753103,-5.121047102118582,-0.5916443670265952,1,14,4.9844311,3,23.0493219,22.1936,84,29.8545662,7,151.99050830000002,112.91989999999998
FDLTD,76,0.3532419,1.792,0,1.2537288,8.3514938,0.0050714,18,0.8753103,-5.150961538455824,-0.7402564537570245,1,14,4.886870999999999,3,23.917288,21.827199999999998,84,29.8545662,7,151.9905083,112.91989999999998
FDMAVE,76,0.2819353,1.3774,0,2.1216949,5.6045694,0.0016038,18,0.8753103,-6.302202638672402,-0.4967756389736091,1,14,4.9581776,3,23.0493219,22.241799999999998,84,29.8545662,7,151.99050830000002,112.9199
FDMUST,76,0.34354,1.2425,0,2.3145763,6.1950791,0.0022551,18,0.8753103,-5.961384134193797,-0.5491170077034913,1,14,4.8965729,3,22.8564405,22.3767,84,29.854566200000004,7,151.99050830000002,112.91989999999998
FDPINT,76,0.3755102,1.183,0,2.3145763,5.0878735,0.0030959,18,0.8753103,-5.6444997965989625,-0.45097694909075314,1,14,4.8646027,3,22.8564405,22.4362,84,29.8545662,7,151.99050830000002,112.9199
FDTHNB,76,0.4201331,1.808,1,1.1572881,13.6906854,0.0013576,18,0.8753103,-6.468860017125314,-1.2135096386836892,1,14,4.8199798,2,24.0137287,21.8112,84,29.8545662,7,151.99050830000002,112.9199
FDTORI,76,0.3792169,1.752,0,1.2537288,7.3919156,0.0025824,18,0.8753103,-5.825859252969701,-0.6552017351108168,1,14,4.860895999999999,3,23.917288,21.8672,84,29.854566199999997,7,151.9905083,112.91989999999998
FT124S,76,0.3944954,1.0304,0,1.7359322,10.1212654,1.581e-4,17,0.8753103,-8.619105986829904,-0.8971247793463815,1,2,0.6833487999999999,0,3.6647458000000004,2.0976,96,34.016834900000006,10,171.7608471,133.4111
FT128,76,0.3212435,0.9796,0,1.9288136,5.940246,2.778e-4,17,0.8753103,-8.055432300725087,-0.5265292106670008,1,2,0.7566006999999999,0,3.4718644000000003,2.1484,96,34.0168349,10,171.7608471,133.41109999999998
FT131,76,0.3621053,1.118,0,1.7359322,7.7873462,2.505e-4,17,0.8753103,-8.158874810520413,-0.6902517585764406,1,2,0.7157388999999998,0,3.6647458000000004,2.01,96,34.0168349,10,171.7608471,133.4111
HDACCO,76,0.3411942,1.0432,0,3.6647458,7.0210896,2.514e-4,3,0.8753103,-8.155288434889185,-0.6223326045942016,1,1,0.3229814,0,2.700339,0.8880000000000001,97,34.4305035,10,170.7964403,134.60789999999997
HDCIVI,76,0.3229814,0.888,0,2.700339,4.7961336,0.0017842,3,0.8753103,-6.1956083165656475,-0.4251178214945106,1,1,0.3411942,0,3.6647458,1.0432000000000001,97,34.4305035,10,170.7964403,134.60789999999997
LCCONT,76,0.3974031,1.8873,1,1.1572881,16.3321617,8.603e-4,18,0.8753103,-6.925052565418028,-1.447643785861195,1,14,4.8427098,2,24.0137287,21.7319,84,29.8545662,7,151.99050830000002,112.91989999999998
LCMARK,76,0.3999208,1.832,1,1.1572881,19.4376098,7.853e-4,18,0.8753103,-7.016267920664501,-1.7229032846867214,1,14,4.8401920999999994,2,24.0137287,21.7872,84,29.854566200000004,7,151.99050830000002,112.9199
MB230,76,0.3837398,1.337,0,1.6394915,19.0931459,1.68e-5,9,0.8753103,-10.860954844636119,-1.6923708277194043,1,4,1.2671655,3,6.750847500000001,5.558,94,33.4437738,7,168.77118610000002,129.6441
MB240D,76,0.201626,1.337,0,2.2181356,19.3198594,9.93e-5,9,0.8753103,-9.084188159994204,-1.7124661706063071,1,4,1.4492793,3,6.172203400000001,5.558,94,33.4437738,7,168.7711861,129.6441
MB280,76,0.3817915,1.295,1,1.3501695,25.1247803,3.7e-5,9,0.8753103,-10.071415818401107,-2.227000487781282,1,4,1.2691138,2,7.040169500000001,5.6,94,33.4437738,7,168.77118610000002,129.6441
MB300D,76,0.2274742,1.372,1,2.1216949,24.7047452,1.287e-4,9,0.8753103,-8.82484961644325,-2.1897695802304105,1,4,1.4234311,2,6.268644100000001,5.523,94,33.443773799999995,7,168.77118610000002,129.64409999999998
MB450S,76,0.4562738,1.554,1,1.0608475,36.3602812,2.28e-5,9,0.8753103,-10.555573195084936,-3.2228884392777988,1,4,1.1946315,2,7.329491500000001,5.340999999999999,94,33.4437738,7,168.77118610000002,129.64409999999998
MCBOBC,76,0.3629191,1.183,0,2.3145763,5.8664323,4.905e-4,18,0.8753103,-7.486908452039913,-0.5199865406837355,1,14,4.8771938,3,22.8564405,22.4362,84,29.8545662,7,151.99050830000002,112.9199
MCCOME,76,0.2817391,1.3987,0,2.1216949,5.8189807,3.677e-4,18,0.8753103,-7.775066342738104,-0.5157805442497686,1,14,4.9583737999999995,3,23.0493219,22.220499999999998,84,29.854566199999997,7,151.99050830000002,112.9199
MCCOUG,76,0.3646833,1.7064,0,1.2537288,9.0070299,0.0017252,18,0.8753103,-6.229235466271642,-0.7983616071962464,1,14,4.8754295999999995,3,23.917288,21.9128,84,29.854566199999997,7,151.9905083,112.91989999999998
MCMARQ,76,0.4035874,1.832,0,1.2537288,8.8980668,0.0014182,18,0.8753103,-6.425189990175434,-0.7887033783897578,1,14,4.8365255,3,23.917288,21.7872,84,29.8545662,7,151.9905083,112.9199
MCMONA,76,0.2560051,1.485,0,2.1216949,6.7908612,0.0016463,18,0.8753103,-6.276048106391354,-0.6019257093704808,1,14,4.984107799999999,3,23.0493219,22.1342,84,29.854566199999997,7,151.99050830000002,112.91989999999998
MZ1600,76,0.2922374,1.0458,0,2.0252542,5.6151142,8.55e-5,4,0.8753103,-9.233817355102616,-0.49771030484782397,1,1,0.39711189999999996,0,1.7359321999999997,1.1150999999999998,97,34.405329800000004,10,173.4003387,134.37819999999996
MZRTYE,76,0.3971119,1.1151,0,1.7359322,8.602812,1.367e-4,4,0.8753103,-8.764544987315427,-0.7625326984566971,1,1,0.2922373999999999,0,2.0252542,1.0457999999999998,97,34.405329800000004,10,173.4003387,134.3782
OD98,76,0.4101014,1.864,0,1.2537288,11.2811951,0.0014452,19,0.8753103,-6.406330731771845,-0.9999381761939549,1,28,9.7661178,3,44.1698299,42.4016,70,24.9184599,7,131.7379664,92.27349999999998
ODCUTL,76,0.2845528,1.6632,0,1.6394915,7.0878735,0.0069406,19,0.8753103,-4.837190225950115,-0.6282521699038308,1,28,9.8916664,3,43.7840672,42.602399999999996,70,24.918459900000002,7,131.7379664,92.27350000000001
ODDELT,76,0.3972891,1.816,0,1.3501695,8.6432337,0.0023045,19,0.8753103,-5.939714718884767,-0.7661155813532672,1,28,9.7789301,3,44.0733892,42.4496,70,24.9184599,7,131.7379664,92.27349999999998
ODOMEG,76,0.3285357,1.46,0,1.6394915,6.1757469,7.597e-4,19,0.8753103,-7.049410112536155,-0.54740344769159,1,28,9.8476835,3,43.7840672,42.8056,70,24.918459899999995,7,131.7379664,92.27349999999998
ODSTRF,76,0.3675184,1.188,0,1.7359322,6.8224956,3.709e-4,19,0.8753103,-7.766401246549785,-0.6047297069931254,1,28,9.8087008,3,43.6876265,43.0776,70,24.9184599,7,131.7379664,92.27350000000001
ODTORN,76,0.4580315,1.824,0,1.1572881,12.1107206,3.263e-4,19,0.8753103,-7.894516527446055,-1.0734653342852443,1,28,9.7181877,3,44.2662706,42.4416,70,24.918459900000002,7,131.7379664,92.27349999999998
OP77,76,0.363901,1.0206,0,2.1216949,5.7680141,1.414e-4,26,0.8753103,-8.730740977582858,-0.5112629866152227,1,0,0,0,0,0,98,34.7307781,10,175.0398302,135.5185
PG504,76,0.2145923,1.2012,0,2.6038983,14.0949033,1.275e-4,14,0.8753103,-8.83421736644685,-1.2493385474232386,1,0,0,0,0,0,98,34.8800868,10,174.5576268,135.3379
PLARRO,76,0.3933649,1.0688,0,2.4110169,5.5799649,6.602e-4,16,0.8753103,-7.189790911626238,-0.49459475488836147,1,12,4.0266915,0,19.481017,19.0844,86,30.6746227,10,155.2694912,116.38589999999998
