model,group,year,month,i,xt,xt1,odometer,xtmxt1,bxt,bxt1,xtchange,frag
4363,3,84,3,0,220010,224813,224813,4803,45,45,0,0
4363,3,84,4,0,224813,227089,227089,2276,45,46,1,1
4363,3,84,5,0,227089,230383,230383,3294,46,47,1,1
4363,3,84,6,0,230383,235277,235277,4894,47,48,1,1
4363,3,84,7,0,235277,239432,239432,4155,48,48,0,0
4363,3,84,8,0,239432,244103,244103,4671,48,49,1,1
4363,3,84,9,0,244103,248587,248587,4484,49,50,1,1
4363,3,84,10,0,248587,252607,252607,4020,50,51,1,1
4363,3,84,11,0,252607,256181,256181,3574,51,52,1,1
4363,3,84,12,0,256181,259610,259610,0,52,52,0,0
4364,3,79,3,0,0,3023,3023,3023,1,1,0,0
4364,3,79,4,0,3023,6929,6929,3906,1,2,1,1
4364,3,79,5,0,6929,9956,9956,3027,2,2,0,0
4364,3,79,6,0,9956,13522,13522,3566,2,3,1,1
4364,3,79,7,0,13522,16171,16171,2649,3,4,1,1
4364,3,79,8,0,16171,19617,19617,3446,4,4,0,0
4364,3,79,9,0,19617,23674,23674,4057,4,5,1,1
4364,3,79,10,0,23674,26574,26574,2900,5,6,1,1
4364,3,79,11,0,26574,27870,27870,1296,6,6,0,0
4364,3,79,12,0,27870,32192,32192,4322,6,7,1,1
4364,3,80,1,0,32192,34084,34084,1892,7,7,0,0
4364,3,80,2,0,34084,39474,39474,5390,7,8,1,1
4364,3,80,3,0,39474,44566,44566,5092,8,9,1,1
4364,3,80,4,0,44566,50350,50350,5784,9,11,2,2
4364,3,80,5,0,50350,53678,53678,3328,11,11,0,0
4364,3,80,6,0,53678,57422,57422,3744,11,12,1,1
4364,3,80,7,0,57422,62152,62152,4730,12,13,1,1
4364,3,80,8,0,62152,66375,66375,4223,13,14,1,1
4364,3,80,9,0,66375,71599,71599,5224,14,15,1,1
4364,3,80,10,0,71599,75012,75012,3413,15,16,1,1
4364,3,80,11,0,75012,80283,80283,5271,16,17,1,1
4364,3,80,12,0,80283,82716,82716,2433,17,17,0,0
4364,3,81,1,0,82716,88907,88907,6191,17,18,1,1
4364,3,81,2,0,88907,94217,94217,5310,18,19,1,1
4364,3,81,3,0,94217,99603,99603,5386,19,20,1,1
4364,3,81,4,0,99603,102291,102291,2688,20,21,1,1
4364,3,81,5,0,102291,107037,107037,4746,21,22,1,1
4364,3,81,6,0,107037,111266,111266,4229,22,23,1,1
4364,3,81,7,0,111266,113991,113991,2725,23,23,0,0
4364,3,81,8,0,113991,117787,117787,3796,23,24,1,1
4364,3,81,9,0,117787,121796,121796,4009,24,25,1,1
4364,3,81,10,0,121796,122122,122122,326,25,25,0,0
4364,3,81,11,0,122122,126266,126266,4144,25,26,1,1
4364,3,81,12,0,126266,130565,130565,4299,26,27,1,1
4364,3,82,1,0,130565,135027,135027,4462,27,28,1,1
4364,3,82,2,0,135027,139441,139441,4414,28,28,0,0
4364,3,82,3,0,139441,143482,143482,4041,28,29,1,1
4364,3,82,4,0,143482,146748,146748,3266,29,30,1,1
4364,3,82,5,0,146748,150784,150784,4036,30,31,1,1
4364,3,82,6,0,150784,153440,153440,2656,31,31,0,0
4364,3,82,7,0,153440,156872,156872,3432,31,32,1,1
4364,3,82,8,0,156872,158096,158096,1224,32,32,0,0
4364,3,82,9,0,158096,162837,162837,4741,32,33,1,1
4364,3,82,10,0,162837,166846,166846,4009,33,34,1,1
4364,3,82,11,0,166846,170742,170742,3896,34,35,1,1
4364,3,82,12,0,170742,173482,173482,2740,35,35,0,0
4364,3,83,1,0,173482,176517,176517,3035,35,36,1,1
4364,3,83,2,0,176517,179093,179093,2576,36,36,0,0
4364,3,83,3,0,179093,181542,181542,2449,36,37,1,1
4364,3,83,4,0,181542,185117,185117,3575,37,38,1,1
4364,3,83,5,0,185117,187973,187973,2856,38,38,0,0
4364,3,83,6,0,187973,191809,191809,3836,38,39,1,1
4364,3,83,7,0,191809,194498,194498,2689,39,39,0,0
4364,3,83,8,0,194498,197371,197371,2873,39,40,1,1
4364,3,83,9,0,197371,201008,201008,3637,40,41,1,1
4364,3,83,10,0,201008,204358,204358,3350,41,41,0,0
4364,3,83,11,0,204358,207199,207199,2841,41,42,1,1
4364,3,83,12,0,207199,211344,211344,4145,42,43,1,1
4364,3,84,1,0,211344,214410,214410,3066,43,43,0,0
4364,3,84,2,0,214410,215478,215478,1068,43,44,1,1
4364,3,84,3,1,215478,72,215972,-215406,44,1,0,0
4364,3,84,4,0,72,72,215972,0,1,1,0,0
4364,3,84,5,0,72,72,215972,0,1,1,0,0
4364,3,84,6,0,72,72,215972,0,1,1,0,0
4364,3,84,7,0,72,4374,220274,4302,1,1,0,0
4364,3,84,8,0,4374,7813,223713,3439,1,2,1,1
4364,3,84,9,0,7813,11909,227809,4096,2,3,1,1
4364,3,84,10,0,11909,17112,233012,5203,3,4,1,1
4364,3,84,11,0,17112,21935,237835,4823,4,5,1,1
4364,3,84,12,0,21935,24945,240845,0,5,5,0,0
4365,3,79,3,0,0,2491,2491,2491,1,1,0,0
4365,3,79,4,0,2491,5979,5979,3488,1,2,1,1
4365,3,79,5,0,5979,8718,8718,2739,2,2,0,0
4365,3,79,6,0,8718,12121,12121,3403,2,3,1,1
4365,3,79,7,0,12121,15730,15730,3609,3,4,1,1
4365,3,79,8,0,15730,18488,18488,2758,4,4,0,0
4365,3,79,9,0,18488,22407,22407,3919,4,5,1,1
4365,3,79,10,0,22407,25879,25879,3472,5,6,1,1
4365,3,79,11,0,25879,29860,29860,3981,6,6,0,0
4365,3,79,12,0,29860,33686,33686,3826,6,7,1,1
4365,3,80,1,0,33686,35849,35849,2163,7,8,1,1
4365,3,80,2,0,35849,41922,41922,6073,8,9,1,1
4365,3,80,3,0,41922,47101,47101,5179,9,10,1,1
4365,3,80,4,0,47101,51787,51787,4686,10,11,1,1
4365,3,80,5,0,51787,55670,55670,3883,11,12,1,1
4365,3,80,6,0,55670,60287,60287,4617,12,13,1,1
4365,3,80,7,0,60287,64370,64370,4083,13,13,0,0
4365,3,80,8,0,64370,69164,69164,4794,13,14,1,1
4365,3,80,9,0,69164,74034,74034,4870,14,15,1,1
4365,3,80,10,0,74034,77849,77849,3815,15,16,1,1
4365,3,80,11,0,77849,83142,83142,5293,16,17,1,1
4365,3,80,12,0,83142,84855,84855,1713,17,17,0,0
4365,3,81,1,0,84855,85033,85033,178,17,18,1,1
4365,3,81,2,0,85033,89322,89322,4289,18,18,0,0
4365,3,81,3,0,89322,93691,93691,4369,18,19,1,1
4365,3,81,4,0,93691,98491,98491,4800,19,20,1,1
4365,3,81,5,0,98491,103642,103642,5151,20,21,1,1
4365,3,81,6,0,103642,107868,107868,4226,21,22,1,1
4365,3,81,7,0,107868,111282,111282,3414,22,23,1,1
4365,3,81,8,0,111282,116931,116931,5649,23,24,1,1
4365,3,81,9,0,116931,122450,122450,5519,24,25,1,1
4365,3,81,10,0,122450,124310,124310,1860,25,25,0,0
4365,3,81,11,0,124310,128558,128558,4248,25,26,1,1
4365,3,81,12,0,128558,131529,131529,2971,26,27,1,1
4365,3,82,1,0,131529,135200,135200,3671,27,28,1,1
4365,3,82,2,0,135200,139105,139105,3905,28,28,0,0
4365,3,82,3,0,139105,142003,142003,2898,28,29,1,1
4365,3,82,4,0,142003,145965,145965,3962,29,30,1,1
4365,3,82,5,0,145965,150966,150966,5001,30,31,1,1
4365,3,82,6,0,150966,154455,154455,3489,31,31,0,0
4365,3,82,7,0,154455,159453,159453,4998,31,32,1,1
4365,3,82,8,0,159453,162323,162323,2870,32,33,1,1
4365,3,82,9,0,162323,167137,167137,4814,33,34,1,1
4365,3,82,10,0,167137,172096,172096,4959,34,35,1,1
4365,3,82,11,0,172096,175313,175313,3217,35,36,1,1
4365,3,82,12,0,175313,180464,180464,5151,36,37,1,1
4365,3,83,1,0,180464,183174,183174,2710,37,37,0,0
4365,3,83,2,0,183174,186676,186676,3502,37,38,1,1
4365,3,83,3,0,186676,189008,189008,2332,38,38,0,0
4365,3,83,4,0,189008,191972,191972,2964,38,39,1,1
4365,3,83,5,0,191972,194585,194585,2613,39,39,0,0
4365,3,83,6,0,194585,196108,196108,1523,39,40,1,1
4365,3,83,7,0,196108,199288,199288,3180,40,40,0,0
4365,3,83,8,0,199288,204049,204049,4761,40,41,1,1
4365,3,83,9,1,204049,922,205722,-203127,41,1,0,0
4365,3,83,10,0,922,2674,207474,1752,1,1,0,0
4365,3,83,11,0,2674,6502,211302,3828,1,2,1,1
4365,3,83,12,0,6502,10577,215377,4075,2,3,1,1
4365,3,84,1,0,10577,14928,219728,4351,3,3,0,0
4365,3,84,2,0,14928,18751,223551,3823,3,4,1,1
4365,3,84,3,0,18751,23522,228322,4771,4,5,1,1
4365,3,84,4,0,23522,27464,232264,3942,5,6,1,1
4365,3,84,5,0,27464,30371,235171,2907,6,7,1,1
4365,3,84,6,0,30371,35225,240025,4854,7,8,1,1
4365,3,84,7,0,35225,38511,243311,3286,8,8,0,0
4365,3,84,8,0,38511,41524,246324,3013,8,9,1,1
4365,3,84,9,0,41524,45223,250023,3699,9,10,1,1
4365,3,84,10,0,45223,48052,252852,2829,10,10,0,0
4365,3,84,11,0,48052,53148,257948,5096,10,11,1,1
4365,3,84,12,0,53148,56783,261583,0,11,12,1,1
4366,3,79,3,0,0,6556,6556,6556,1,2,1,1
4366,3,79,4,0,6556,11654,11654,5098,2,3,1,1
4366,3,79,5,0,11654,15181,15181,3527,3,4,1,1
4366,3,79,6,0,15181,20211,20211,5030,4,5,1,1
4366,3,79,7,0,20211,23442,23442,3231,5,5,0,0
4366,3,79,8,0,23442,26923,26923,3481,5,6,1,1
4366,3,79,9,0,26923,30637,30637,3714,6,7,1,1
4366,3,79,10,0,30637,34723,34723,4086,7,7,0,0
4366,3,79,11,0,34723,36839,36839,2116,7,8,1,1
4366,3,79,12,0,36839,42102,42102,5263,8,9,1,1
4366,3,80,1,0,42102,44010,44010,1908,9,9,0,0
4366,3,80,2,0,44010,48946,48946,4936,9,10,1,1
4366,3,80,3,0,48946,53675,53675,4729,10,11,1,1
4366,3,80,4,0,53675,58083,58083,4408,11,12,1,1
4366,3,80,5,0,58083,60667,60667,2584,12,13,1,1
4366,3,80,6,0,60667,63831,63831,3164,13,13,0,0
4366,3,80,7,0,63831,68897,68897,5066,13,14,1,1
4366,3,80,8,0,68897,71701,71701,2804,14,15,1,1
4366,3,80,9,0,71701,77473,77473,5772,15,16,1,1
4366,3,80,10,0,77473,82462,82462,4989,16,17,1,1
4366,3,80,11,0,82462,88011,88011,5549,17,18,1,1
4366,3,80,12,0,88011,91451,91451,3440,18,19,1,1
4366,3,81,1,0,91451,96613,96613,5162,19,20,1,1
4366,3,81,2,0,96613,101237,101237,4624,20,21,1,1
4366,3,81,3,0,101237,105328,105328,4091,21,22,1,1
4366,3,81,4,0,105328,109561,109561,4233,22,22,0,0
4366,3,81,5,0,109561,111635,111635,2074,22,23,1,1
4366,3,81,6,0,111635,112452,112452,817,23,23,0,0
4366,3,81,7,0,112452,114377,114377,1925,23,23,0,0
4366,3,81,8,0,114377,119165,119165,4788,23,24,1,1
4366,3,81,9,0,119165,124420,124420,5255,24,25,1,1
4366,3,81,10,0,124420,127823,127823,3403,25,26,1,1
4366,3,81,11,0,127823,132151,132151,4328,26,27,1,1
4366,3,81,12,0,132151,138124,138124,5973,27,28,1,1
4366,3,82,1,0,138124,143220,143220,5096,28,29,1,1
4366,3,82,2,0,143220,148981,148981,5761,29,30,1,1
4366,3,82,3,0,148981,154583,154583,5602,30,31,1,1
4366,3,82,4,0,154583,156559,156559,1976,31,32,1,1
4366,3,82,5,1,156559,4100,160700,-152459,32,1,0,0
4366,3,82,6,0,4100,10779,167379,6679,1,3,2,2
4366,3,82,7,0,10779,17104,173704,6325,3,4,1,1
4366,3,82,8,0,17104,20284,176884,3180,4,5,1,1
4366,3,82,9,0,20284,24709,181309,4425,5,5,0,0
4366,3,82,10,0,24709,26727,183327,2018,5,6,1,1
4366,3,82,11,0,26727,30807,187407,4080,6,7,1,1
4366,3,82,12,0,30807,34681,191281,3874,7,7,0,0
4366,3,83,1,0,34681,39302,195902,4621,7,8,1,1
4366,3,83,2,0,39302,41683,198283,2381,8,9,1,1
4366,3,83,3,0,41683,44754,201354,3071,9,9,0,0
4366,3,83,4,0,44754,47194,203794,2440,9,10,1,1
4366,3,83,5,0,47194,48594,205194,1400,10,10,0,0
4366,3,83,6,0,48594,51979,208579,3385,10,11,1,1
4366,3,83,7,0,51979,54655,211255,2676,11,11,0,0
4366,3,83,8,0,54655,58374,214974,3719,11,12,1,1
4366,3,83,9,0,58374,62239,218839,3865,12,13,1,1
4366,3,83,10,0,62239,66302,222902,4063,13,14,1,1
4366,3,83,11,0,66302,70035,226635,3733,14,15,1,1
4366,3,83,12,0,70035,72415,229015,2380,15,15,0,0
4366,3,84,1,0,72415,76706,233306,4291,15,16,1,1
4366,3,84,2,0,76706,78587,235187,1881,16,16,0,0
4366,3,84,3,0,78587,82660,239260,4073,16,17,1,1
4366,3,84,4,0,82660,86345,242945,3685,17,18,1,1
4366,3,84,5,0,86345,90487,247087,4142,18,19,1,1
4366,3,84,6,0,90487,92800,249400,2313,19,19,0,0
4366,3,84,7,0,92800,96378,252978,3578,19,20,1,1
4366,3,84,8,0,96378,100508,257108,4130,20,21,1,1
4366,3,84,9,0,100508,104522,261122,4014,21,21,0,0
4366,3,84,10,0,104522,107823,264423,3301,21,22,1,1
4366,3,84,11,0,107823,111229,267829,3406,22,23,1,1
4366,3,84,12,0,111229,114159,270759,0,23,23,0,0
4367,3,79,3,0,0,8639,8639,8639,1,2,1,1
4367,3,79,4,0,8639,11868,11868,3229,2,3,1,1
4367,3,79,5,0,11868,14725,14725,2857,3,3,0,0
4367,3,79,6,0,14725,17246,17246,2521,3,4,1,1
4367,3,79,7,0,17246,20384,20384,3138,4,5,1,1
4367,3,79,8,0,20384,23730,23730,3346,5,5,0,0
4367,3,79,9,0,23730,27327,27327,3597,5,6,1,1
4367,3,79,10,0,27327,30634,30634,3307,6,7,1,1
4367,3,79,11,0,30634,34433,34433,3799,7,7,0,0
4367,3,79,12,0,34433,39237,39237,4804,7,8,1,1
4367,3,80,1,0,39237,40803,40803,1566,8,9,1,1
4367,3,80,2,0,40803,46021,46021,5218,9,10,1,1
4367,3,80,3,0,46021,50823,50823,4802,10,11,1,1
4367,3,80,4,0,50823,56235,56235,5412,11,12,1,1
4367,3,80,5,0,56235,60824,60824,4589,12,13,1,1
4367,3,80,6,0,60824,66098,66098,5274,13,14,1,1
4367,3,80,7,0,66098,71290,71290,5192,14,15,1,1
4367,3,80,8,0,71290,75532,75532,4242,15,16,1,1
4367,3,80,9,0,75532,80748,80748,5216,16,17,1,1
4367,3,80,10,0,80748,82577,82577,1829,17,17,0,0
4367,3,80,11,0,82577,87910,87910,5333,17,18,1,1
4367,3,80,12,0,87910,92325,92325,4415,18,19,1,1
4367,3,81,1,0,92325,97918,97918,5593,19,20,1,1
4367,3,81,2,0,97918,100758,100758,2840,20,21,1,1
4367,3,81,3,0,100758,105321,105321,4563,21,22,1,1
4367,3,81,4,0,105321,108871,108871,3550,22,22,0,0
4367,3,81,5,0,108871,114050,114050,5179,22,23,1,1
4367,3,81,6,0,114050,118790,118790,4740,23,24,1,1
4367,3,81,7,0,118790,122241,122241,3451,24,25,1,1
4367,3,81,8,0,122241,126350,126350,4109,25,26,1,1
4367,3,81,9,0,126350,129489,129489,3139,26,26,0,0
4367,3,81,10,0,129489,131754,131754,2265,26,27,1,1
4367,3,81,11,0,131754,135433,135433,3679,27,28,1,1
4367,3,81,12,0,135433,137457,137457,2024,28,28,0,0
4367,3,82,1,0,137457,140081,140081,2624,28,29,1,1
4367,3,82,2,0,140081,144209,144209,4128,29,29,0,0
4367,3,82,3,0,144209,148538,148538,4329,29,30,1,1
4367,3,82,4,0,148538,152048,152048,3510,30,31,1,1
4367,3,82,5,0,152048,156590,156590,4542,31,32,1,1
4367,3,82,6,0,156590,161800,161800,5210,32,33,1,1
4367,3,82,7,0,161800,166800,166800,5e3,33,34,1,1
4367,3,82,8,0,166800,169378,169378,2578,34,34,0,0
4367,3,82,9,0,169378,173299,173299,3921,34,35,1,1
4367,3,82,10,0,173299,177648,177648,4349,35,36,1,1
4367,3,82,11,0,177648,181208,181208,3560,36,37,1,1
4367,3,82,12,0,181208,185163,185163,3955,37,38,1,1
4367,3,83,1,0,185163,188587,188587,3424,38,38,0,0
4367,3,83,2,0,188587,190211,190211,1624,38,39,1,1
4367,3,83,3,0,190211,193682,193682,3471,39,39,0,0
4367,3,83,4,0,193682,196464,196464,2782,39,40,1,1
4367,3,83,5,0,196464,199993,199993,3529,40,40,0,0
4367,3,83,6,0,199993,203397,203397,3404,40,41,1,1
4367,3,83,7,0,203397,207458,207458,4061,41,42,1,1
4367,3,83,8,0,207458,210798,210798,3340,42,43,1,1
4367,3,83,9,0,210798,213968,213968,3170,43,43,0,0
4367,3,83,10,0,213968,218718,218718,4750,43,44,1,1
4367,3,83,11,0,218718,222614,222614,3896,44,45,1,1
4367,3,83,12,0,222614,225095,225095,2481,45,46,1,1
4367,3,84,1,0,225095,229325,229325,4230,46,46,0,0
4367,3,84,2,0,229325,232223,232223,2898,46,47,1,1
4367,3,84,3,0,232223,234726,234726,2503,47,47,0,0
4367,3,84,4,1,234726,7,235207,-234719,47,1,0,0
4367,3,84,5,0,7,23,235223,16,1,1,0,0
4367,3,84,6,0,23,2528,237728,2505,1,1,0,0
4367,3,84,7,0,2528,5766,240966,3238,1,2,1,1
4367,3,84,8,0,5766,10741,245941,4975,2,3,1,1
4367,3,84,9,0,10741,15538,250738,4797,3,4,1,1
4367,3,84,10,0,15538,19315,254515,3777,4,4,0,0
4367,3,84,11,0,19315,23904,259104,4589,4,5,1,1
4367,3,84,12,0,23904,27877,263077,0,5,6,1,1
4368,3,79,3,0,0,16147,16147,16147,1,4,3,2
4368,3,79,4,0,16147,18741,18741,2594,4,4,0,0
4368,3,79,5,0,18741,21997,21997,3256,4,5,1,1
4368,3,79,6,0,21997,25385,25385,3388,5,6,1,1
4368,3,79,7,0,25385,28352,28352,2967,6,6,0,0
4368,3,79,8,0,28352,32122,32122,3770,6,7,1,1
4368,3,79,9,0,32122,35999,35999,3877,7,8,1,1
4368,3,79,10,0,35999,39771,39771,3772,8,8,0,0
4368,3,79,11,0,39771,43780,43780,4009,8,9,1,1
4368,3,79,12,0,43780,48620,48620,4840,9,10,1,1
4368,3,80,1,0,48620,50830,50830,2210,10,11,1,1
4368,3,80,2,0,50830,55492,55492,4662,11,12,1,1
4368,3,80,3,0,55492,60234,60234,4742,12,13,1,1
4368,3,80,4,0,60234,64107,64107,3873,13,13,0,0
4368,3,80,5,0,64107,67987,67987,3880,13,14,1,1
4368,3,80,6,0,67987,72956,72956,4969,14,15,1,1
4368,3,80,7,0,72956,76019,76019,3063,15,16,1,1
4368,3,80,8,0,76019,80766,80766,4747,16,17,1,1
4368,3,80,9,0,80766,85902,85902,5136,17,18,1,1
4368,3,80,10,0,85902,89625,89625,3723,18,18,0,0
4368,3,80,11,0,89625,94377,94377,4752,18,19,1,1
4368,3,80,12,0,94377,97220,97220,2843,19,20,1,1
4368,3,81,1,0,97220,98524,98524,1304,20,20,0,0
4368,3,81,2,0,98524,101729,101729,3205,20,21,1,1
4368,3,81,3,0,101729,104805,104805,3076,21,21,0,0
4368,3,81,4,0,104805,107915,107915,3110,21,22,1,1
4368,3,81,5,0,107915,112250,112250,4335,22,23,1,1
4368,3,81,6,0,112250,116039,116039,3789,23,24,1,1
4368,3,81,7,0,116039,119772,119772,3733,24,24,0,0
4368,3,81,8,0,119772,122538,122538,2766,24,25,1,1
4368,3,81,9,0,122538,126171,126171,3633,25,26,1,1
4368,3,81,10,0,126171,128419,128419,2248,26,26,0,0
4368,3,81,11,0,128419,131377,131377,2958,26,27,1,1
4368,3,81,12,0,131377,133813,133813,2436,27,27,0,0
4368,3,82,1,0,133813,137565,137565,3752,27,28,1,1
4368,3,82,2,0,137565,141058,141058,3493,28,29,1,1
4368,3,82,3,0,141058,144361,144361,3303,29,29,0,0
4368,3,82,4,0,144361,148549,148549,4188,29,30,1,1
4368,3,82,5,0,148549,156723,156723,8174,30,32,2,2
4368,3,82,6,0,156723,156723,156723,0,32,32,0,0
4368,3,82,7,0,156723,160785,160785,4062,32,33,1,1
4368,3,82,8,0,160785,164579,164579,3794,33,33,0,0
4368,3,82,9,0,164579,168015,168015,3436,33,34,1,1
4368,3,82,10,0,168015,171278,171278,3263,34,35,1,1
4368,3,82,11,0,171278,175911,175911,4633,35,36,1,1
4368,3,82,12,0,175911,180232,180232,4321,36,37,1,1
4368,3,83,1,0,180232,184373,184373,4141,37,37,0,0
4368,3,83,2,0,184373,185632,185632,1259,37,38,1,1
4368,3,83,3,0,185632,188299,188299,2667,38,38,0,0
4368,3,83,4,0,188299,191122,191122,2823,38,39,1,1
4368,3,83,5,0,191122,193354,193354,2232,39,39,0,0
4368,3,83,6,0,193354,197800,197800,4446,39,40,1,1
4368,3,83,7,0,197800,200669,200669,2869,40,41,1,1
4368,3,83,8,0,200669,205351,205351,4682,41,42,1,1
4368,3,83,9,0,205351,209005,209005,3654,42,42,0,0
4368,3,83,10,0,209005,212616,212616,3611,42,43,1,1
4368,3,83,11,0,212616,216794,216794,4178,43,44,1,1
4368,3,83,12,0,216794,220617,220617,3823,44,45,1,1
4368,3,84,1,0,220617,223707,223707,3090,45,45,0,0
4368,3,84,2,0,223707,227136,227136,3429,45,46,1,1
4368,3,84,3,0,227136,229994,229994,2858,46,46,0,0
4368,3,84,4,0,229994,234782,234782,4788,46,47,1,1
4368,3,84,5,0,234782,238938,238938,4156,47,48,1,1
4368,3,84,6,0,238938,244356,244356,5418,48,49,1,1
4368,3,84,7,0,244356,247182,247182,2826,49,50,1,1
4368,3,84,8,0,247182,251141,251141,3959,50,51,1,1
4368,3,84,9,0,251141,256208,256208,5067,51,52,1,1
4368,3,84,10,0,256208,259795,259795,3587,52,52,0,0
4368,3,84,11,0,259795,263952,263952,4157,52,53,1,1
4368,3,84,12,0,263952,268161,268161,0,53,54,1,1
4369,3,79,3,0,0,2950,2950,2950,1,1,0,0
4369,3,79,4,0,2950,6364,6364,3414,1,2,1,1
4369,3,79,5,0,6364,9273,9273,2909,2,2,0,0
4369,3,79,6,0,9273,13680,13680,4407,2,3,1,1
4369,3,79,7,0,13680,16574,16574,2894,3,4,1,1
4369,3,79,8,0,16574,18532,18532,1958,4,4,0,0
4369,3,79,9,0,18532,18546,18546,14,4,4,0,0
4369,3,79,10,0,18546,18546,18546,0,4,4,0,0
4369,3,79,11,0,18546,18613,18613,67,4,4,0,0
4369,3,79,12,0,18613,18613,18613,0,4,4,0,0
4369,3,80,1,0,18613,18613,18613,0,4,4,0,0
4369,3,80,2,0,18613,18793,18793,180,4,4,0,0
4369,3,80,3,0,18793,18793,18793,0,4,4,0,0
4369,3,80,4,0,18793,18793,18793,0,4,4,0,0
4369,3,80,5,0,18793,23046,23046,4253,4,5,1,1
4369,3,80,6,0,23046,27591,27591,4545,5,6,1,1
4369,3,80,7,0,27591,31009,31009,3418,6,7,1,1
4369,3,80,8,0,31009,35966,35966,4957,7,8,1,1
4369,3,80,9,0,35966,40767,40767,4801,8,9,1,1
4369,3,80,10,0,40767,44644,44644,3877,9,9,0,0
4369,3,80,11,0,44644,49899,49899,5255,9,10,1,1
4369,3,80,12,0,49899,53797,53797,3898,10,11,1,1
4369,3,81,1,0,53797,56077,56077,2280,11,12,1,1
4369,3,81,2,0,56077,58791,58791,2714,12,12,0,0
4369,3,81,3,0,58791,63144,63144,4353,12,13,1,1
4369,3,81,4,0,63144,68310,68310,5166,13,14,1,1
4369,3,81,5,0,68310,72233,72233,3923,14,15,1,1
4369,3,81,6,0,72233,76082,76082,3849,15,16,1,1
4369,3,81,7,0,76082,81188,81188,5106,16,17,1,1
4369,3,81,8,0,81188,85916,85916,4728,17,18,1,1
4369,3,81,9,0,85916,92371,92371,6455,18,19,1,1
4369,3,81,10,0,92371,92923,92923,552,19,19,0,0
4369,3,81,11,0,92923,92923,92923,0,19,19,0,0
4369,3,81,12,0,92923,92923,92923,0,19,19,0,0
4369,3,82,1,0,92923,92923,92923,0,19,19,0,0
4369,3,82,2,0,92923,92923,92923,0,19,19,0,0
4369,3,82,3,0,92923,93242,93242,319,19,19,0,0
4369,3,82,4,0,93242,96923,96923,3681,19,20,1,1
4369,3,82,5,0,96923,100592,100592,3669,20,21,1,1
4369,3,82,6,0,100592,103374,103374,2782,21,21,0,0
4369,3,82,7,0,103374,109365,109365,5991,21,22,1,1
4369,3,82,8,0,109365,111813,111813,2448,22,23,1,1
4369,3,82,9,0,111813,116596,116596,4783,23,24,1,1
4369,3,82,10,0,116596,119962,119962,3366,24,24,0,0
4369,3,82,11,0,119962,123758,123758,3796,24,25,1,1
4369,3,82,12,0,123758,127363,127363,3605,25,26,1,1
4369,3,83,1,0,127363,131128,131128,3765,26,27,1,1
4369,3,83,2,0,131128,133375,133375,2247,27,27,0,0
4369,3,83,3,0,133375,136748,136748,3373,27,28,1,1
4369,3,83,4,0,136748,138783,138783,2035,28,28,0,0
4369,3,83,5,0,138783,140354,140354,1571,28,29,1,1
4369,3,83,6,0,140354,143458,143458,3104,29,29,0,0
4369,3,83,7,0,143458,146609,146609,3151,29,30,1,1
4369,3,83,8,0,146609,150895,150895,4286,30,31,1,1
4369,3,83,9,0,150895,155378,155378,4483,31,32,1,1
4369,3,83,10,0,155378,158922,158922,3544,32,32,0,0
4369,3,83,11,0,158922,162317,162317,3395,32,33,1,1
4369,3,83,12,0,162317,167120,167120,4803,33,34,1,1
4369,3,84,1,0,167120,169980,169980,2860,34,34,0,0
4369,3,84,2,0,169980,173593,173593,3613,34,35,1,1
4369,3,84,3,0,173593,177577,177577,3984,35,36,1,1
4369,3,84,4,0,177577,181539,181539,3962,36,37,1,1
4369,3,84,5,0,181539,184676,184676,3137,37,37,0,0
4369,3,84,6,0,184676,189019,189019,4343,37,38,1,1
4369,3,84,7,0,189019,192460,192460,3441,38,39,1,1
4369,3,84,8,0,192460,195578,195578,3118,39,40,1,1
4369,3,84,9,0,195578,200045,200045,4467,40,41,1,1
4369,3,84,10,0,200045,204066,204066,4021,41,41,0,0
4369,3,84,11,0,204066,207920,207920,3854,41,42,1,1
4369,3,84,12,0,207920,212009,212009,0,42,43,1,1
4370,3,79,3,0,0,13175,13175,13175,1,3,2,2
4370,3,79,4,0,13175,14006,14006,831,3,3,0,0
4370,3,79,5,0,14006,14006,14006,0,3,3,0,0
4370,3,79,6,0,14006,15128,15128,1122,3,4,1,1
4370,3,79,7,0,15128,18479,18479,3351,4,4,0,0
4370,3,79,8,0,18479,21583,21583,3104,4,5,1,1
4370,3,79,9,0,21583,25235,25235,3652,5,6,1,1
4370,3,79,10,0,25235,27531,27531,2296,6,6,0,0
4370,3,79,11,0,27531,31444,31444,3913,6,7,1,1
4370,3,79,12,0,31444,35622,35622,4178,7,8,1,1
4370,3,80,1,0,35622,37042,37042,1420,8,8,0,0
4370,3,80,2,0,37042,40798,40798,3756,8,9,1,1
4370,3,80,3,0,40798,42932,42932,2134,9,9,0,0
4370,3,80,4,0,42932,47521,47521,4589,9,10,1,1
4370,3,80,5,0,47521,51289,51289,3768,10,11,1,1
4370,3,80,6,0,51289,56700,56700,5411,11,12,1,1
4370,3,80,7,0,56700,61378,61378,4678,12,13,1,1
4370,3,80,8,0,61378,65732,65732,4354,13,14,1,1
4370,3,80,9,0,65732,70859,70859,5127,14,15,1,1
4370,3,80,10,0,70859,75770,75770,4911,15,16,1,1
4370,3,80,11,0,75770,80992,80992,5222,16,17,1,1
